"","OBJECTID","LIT","Date","Observer","Unit_Name","Subunit_Name","Combined","CirclePlot_Associated","ManagementAction","CommonName","ScientificName","ITIS_TSN","Stratum","PlantHeight","n_seed_heads","Quadrat_Size","seed_head1_F2TLength","seed_head1_Length","seed_head2_F2TLength","seed_head2_Length","seed_head3_F2TLength","seed_head3_Length","seed_head4_F2TLength","seed_head4_Length","seed_head5_F2TLength","seed_head5_Length","Comments","X","Y"
"433",31,"SAC","7/16/19 20:11","KMO","T14","T14:2","SAC_T14_T14:2","C128","None","Watergrass","Echinochloa crus-galli",502210,"Low",68,26,"30x30",7.5,10.5,24,8,11,8,14,13,14.5,13.5,"C128",-13600220.25,4782634.565
"434",107,"SAC","7/23/19"," JM","T36","T36:1","SAC_T36_T36:1","C100","None","Watergrass","Echinochloa crus-galli",502210,"High",83,47,"30x30",24,10.9,8.2,8.5,5,13,26.5,13.1,21.2,11.8,"",-13599788.4,4777448.603
"435",94,"SAC","7/22/19","DT","T36","T36:2","SAC_T36_T36:2","C99","None","Watergrass","Echinochloa crus-galli",502210,"High",130,24,"30x30",8.9,11,6.5,12,21.6,12.7,27.2,9.5,7.2,11,"",-13599453.18,4777368.089
"436",95,"SAC","43668.90694","DT","T36","T36:2","SAC_T36_T36:2","C99","None","Watergrass","Echinochloa crus-galli",502210,"Med",120,30,"30x30",41.5,11,18.1,11.7,12.4,9.1,30.5,12.7,17.2,13.9,"",-13599423.62,4777368.192
"437",108,"SAC","7/23/19"," JM","T36","T36:1","SAC_T36_T36:1","C103","None","Watergrass","Echinochloa crus-galli",502210,"Low",0,6,"30x30",8.6,11.1,21,14.7,11.3,14.5,25.6,13.6,19.5,12.5,"",-13599753.83,4777632.668
"438",99,"SAC","7/23/19 15:32","JM","P7A","P7A:4","SAC_P7A_P7A:4","C113","None","Watergrass","Echinochloa crus-galli",502210,"Med",51,17,"30x30",13,11.1,9.5,11.2,11.4,7.9,18.6,13.5,9,10,"",-13598630.31,4778177.09
"439",87,"SAC","7/22/19","DT","T36","T36:2","SAC_T36_T36:2","C98","None","Watergrass","Echinochloa crus-galli",502210,"High",102,12,"30x30",21,11.2,20.6,8.2,13.9,9.7,22.9,8.5,7.2,11.6,"",-13599291.74,4777257.358
"440",47,"SAC","7/21/19","Therese Burns","T14","T14:1","SAC_T14_T14:1","C119","None","Watergrass","Echinochloa crus-galli",502210,"Low",54,13,"30x30",20.6,11.5,10.5,10.5,10.2,12.6,20.1,19.6,5.5,8.2,"",-13600570.75,4782393.699
"441",52,"SAC","7/22/19","JM","T10","T10:3","SAC_T10_T10:3","C133","None","Watergrass","Echinochloa crus-galli",502210,"High",35,14,"30x30",10.5,11.6,26.5,12,25.3,12.2,8.8,16.7,29,14.3,"",-13599972.34,4782979.456
"442",22,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C121","None","Watergrass","Echinochloa crus-galli",502210,"Med",72,36,"30x30",21,12,20.5,10,24.5,14,11,10,27,14.5,"C121",-13599941.88,4782426.361
"443",103,"SAC","43669.66736","JM","P7A","P7A:4","SAC_P7A_P7A:4","C118","None","Watergrass","Echinochloa crus-galli",502210,"Low",64,22,"30x30",12.6,12.2,6.6,10.5,16.1,12.8,9.5,8.2,16.5,11.4,"",-13598750.32,4778495.377
"444",29,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C126","None","Watergrass","Echinochloa crus-galli",502210,"Low",39,10,"30x30",25,12.5,7,10.5,8.5,10.5,3,4,11.5,8.5,"C126",-13600104.77,4782555.412
"445",30,"SAC","7/16/19","KMO","T14","T14:2","SAC_T14_T14:2","C126","None","Watergrass","Echinochloa crus-galli",502210,"Med",72,22,"30x30",12.5,12.5,22,15,20,15,28,12.5,30.2,13.5,"C126",-13600091.91,4782548.627
"446",26,"SAC","7/16/19 18:16","KMO","T14","T14:2","SAC_T14_T14:2","C129","Disked","Watergrass","Echinochloa crus-galli",502210,"Med",70.5,33,"30x30",31,12.5,24,11.5,14.5,7,31.5,11,26,11,"Kmz",-13600028.04,4782571.332
"447",84,"SAC","7/22/19","JM","T36","T36:2","SAC_T36_T36:2","C93","None","Watergrass","Echinochloa crus-galli",502210,"Med",93,29,"30x30",15.4,12.7,22.5,11.5,29.5,12,25.7,12.5,21,11.7,"",-13599641.15,4777056.73
"448",58,"SAC","7/22/19","DT","T10","T10:3","SAC_T10_T10:3","C139","None","Watergrass","Echinochloa crus-galli",502210,"High",126,27,"30x30",22.7,12.8,29.6,13.6,23.8,11.9,10.6,6.4,18.6,9.9,"",-13600205.75,4783571.451
"449",120,"SAC","7/23/19"," ","T35","T35:1","SAC_T35_T35:1","C94","None","Watergrass","Echinochloa crus-galli",502210,"Med",91,7,"30x30",18.3,13,4.8,12.9,26,14,24.6,15.6,18,13.5,"",-13601189.13,4777140.037
"450",50,"SAC","7/18/19","Therese b","T10","T10:3","SAC_T10_T10:3","C134","None","Watergrass","Echinochloa crus-galli",502210,"Low",126,22,"30x30",13.2,13.1,33.5,16.7,11.5,11,7.1,13.6,21.6,10.8,"",-13599860.76,4782980.118
"451",92,"SAC","7/22/19","DT","T36","T36:2","SAC_T36_T36:2","C101","None","Watergrass","Echinochloa crus-galli",502210,"Low",76,7,"30x30",27,13.2,7.6,16.2,8.5,15.3,5.7,16.2,9.4,15.4,"",-13599256.28,4777489.814
"452",44,"SAC","43667.05417","Therese Burns ","T14","T14:1","SAC_T14_T14:1","C125","None","Watergrass","Echinochloa crus-galli",502210,"High",88,21,"30x30",29.7,13.5,38.3,19.5,21.6,15.4,22.3,14,NA,NA,"",-13600602.97,4782565.389
"453",35,"SAC","7/16/19","KMO,JM","T14","T14:1","SAC_T14_T14:1","C127","None","Watergrass","Echinochloa crus-galli",502210,"Low",48,2,"30x30",34,14,41,14,NA,NA,NA,NA,NA,NA,"C127",-13600413.32,4782633.427
"454",119,"SAC","7/23/19"," JM","T35","T35:1","SAC_T35_T35:1","C96","None","Watergrass","Echinochloa crus-galli",502210,"Low",92,4,"30x30",26.6,14,4.1,13.4,8.9,18.2,6.9,12.9,NA,NA,"",-13600463.85,4777177.22
"455",24,"SAC","43662.74792","KMO","T14","T14:2","SAC_T14_T14:2","C121","Disked","Watergrass","Echinochloa crus-galli",502210,"Med",74,17,"30x30",31.5,14,46,13.5,43,17.5,35,15,35,17.5,"Kmz ",-13599960.11,4782501.824
"456",111,"SAC","7/23/19"," JM","T36","T36:1","SAC_T36_T36:1","C107","None","Watergrass","Echinochloa crus-galli",502210,"Med",101,8,"30x30",6.2,14.2,6.2,8.7,6.6,15.3,14,17.5,13.3,15.7,"",-13599754.1,4777760.028
"457",89,"SAC","43668.9","JM","T36","T36:2","SAC_T36_T36:2","C97","None","Watergrass","Echinochloa crus-galli",502210,"High",93,13,"30x30",28,14.3,3.5,12.2,12,11.3,31.1,9.8,32.2,16.4,"",-13599676.24,4777213.516
"458",112,"SAC","7/23/19"," JM","T35","T35:1","SAC_T35_T35:1","C95","None","Watergrass","Echinochloa crus-galli",502210,"Med",78,10,"30x30",14.3,14.9,14.5,11.8,19.5,10,6.5,9.5,11,12,"",-13600794.49,4777194.315
"459",36,"SAC","7/16/19","KMO,JM","T14","T14:1","SAC_T14_T14:1","C127","None","Watergrass","Echinochloa crus-galli",502210,"Low",48,2,"30x30",38,15,9,8.5,NA,NA,NA,NA,NA,NA,"C128",-13600413.32,4782633.427
"460",121,"SAC","7/23/19"," ","T35","T35:1","SAC_T35_T35:1","C94","None","Watergrass","Echinochloa crus-galli",502210,"Low",92,4,"30x30",34.8,15,11.2,15.9,6.5,10.3,6.9,7.3,NA,NA,"",-13601189.26,4777137.067
"461",96,"SAC","7/23/19","JM","P7A","P7A:4","SAC_P7A_P7A:4","C114","None","Watergrass","Echinochloa crus-galli",502210,"Med",77,10,"30x30",20.4,15,26.1,14,24.8,16.1,14.4,13.3,37.2,17.6,"",-13598512.54,4778211.234
"462",93,"SAC","7/22/19","DT","T36","T36:2","SAC_T36_T36:2","C101","None","Watergrass","Echinochloa crus-galli",502210,"Low",67,4,"30x30",6.1,15.1,17.5,5.6,5.5,18.2,4,21.4,NA,NA,"",-13599256.81,4777488.027
"463",45,"SAC","7/21/19 1:18","Therese Burns ","T14","T14:1","SAC_T14_T14:1","C125","None","Watergrass","Echinochloa crus-galli",502210,"Low",60,5,"30x30",27.5,15.5,25,13,13.5,8,11.5,13.5,14.5,8.5,"",-13600603.51,4782565.673
"464",118,"SAC","7/23/19"," JM","T35","T35:1","SAC_T35_T35:1","C96","None","Watergrass","Echinochloa crus-galli",502210,"Med",76,9,"30x30",14,16.2,16.1,14.2,15.7,13.2,11.3,19.3,12.5,14.6,"",-13600464.4,4777177.902
"465",115,"SAC","7/23/19"," JM","T35","T35:1","SAC_T35_T35:1","C91","None","Watergrass","Echinochloa crus-galli",502210,"Med",93,6,"30x30",26.1,16.8,29,13.6,15.6,18.4,21.5,22.1,32.4,17.6,"",-13600830.48,4777010.33
"466",46,"SAC","7/18/19","Therese  Burns","T14","T14:1","SAC_T14_T14:1","C119","None","Watergrass","Echinochloa crus-galli",502210,"Low",61,2,"30x30",18.4,18.4,20.3,15.6,NA,NA,NA,NA,NA,NA,"",-13600566.19,4782388.958
"467",114,"SAC","43669.77431"," JM","T35","T35:1","SAC_T35_T35:1","C91","None","Watergrass","Echinochloa crus-galli",502210,"Low",9,4,"30x30",47.4,25.4,23.1,11,7.5,18.1,10.7,19.5,NA,NA,"",-13600834.44,4777014.018
"468",535,"SLW","43690.62778","LD","LIC","57","SLW_LIC_57","C511","None","Timothy","Crypsis schoenoides",41605,"Low",5,0,"5x5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immature plants. No inflorescence. ",-13525297.26,4628662.476
"469",523,"SLW","43689.77847","AA","HQ-7","27a","SLW_HQ-7_27a","C8","None","Watergrass","Echinochloa crus-galli",502210,"High",54,30,"30x30",NA,NA,7,6,23,11,21,10,12,8,"",-13524791.06,4630294.637
"470",527,"SLW","8/12/19 18:54","AA","HQ-7","27a","SLW_HQ-7_27a","C3","None","Timothy","Crypsis schoenoides",41605,"High",5.5,135,"5x5",NA,0.1,NA,0.2,NA,0.5,NA,0.2,NA,0.1,"",-13524790.41,4630143.309
"471",543,"SLW","8/13/19 16:00","MF","LIC","57","SLW_LIC_57","C510","None","Timothy","Crypsis schoenoides",41605,"High",1.5,9,"5x5",NA,0.5,NA,0.8,NA,0.8,NA,0.9,NA,0.7,"",-13525924.69,4628620.781
"472",516,"SLW","8/12/19 17:16","AA","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C520","None","Timothy","Crypsis schoenoides",41605,"Low",6.5,14,"15x15",NA,0.5,NA,1,NA,1,NA,0.5,NA,1,"",-13524685.28,4640638.291
"473",539,"SLW","8/13/19","MF","LIC","57","SLW_LIC_57","C513","None","Timothy","Crypsis schoenoides",41605,"High",3,20,"5x5",NA,0.6,NA,0.7,NA,0.6,NA,1,NA,1,"",-13525770.72,4628813.271
"474",494,"SLW","8/12/19","AA","Lewis 1","22","SLW_Lewis 1_22","C23","None","Timothy","Crypsis schoenoides",41605,"Low",3,54,"30x30",NA,0.6,NA,0.5,NA,0.3,NA,0.4,NA,0.6,"",-13524620.12,4638662.302
"475",538,"SLW","8/13/19","BT","LIC","57","SLW_LIC_57","C512","None","Timothy","Crypsis schoenoides",41605,"High",2.5,23,"5x5",NA,0.7,NA,0.6,NA,0.6,NA,0.8,NA,0.7,"",-13525426.14,4628728.459
"476",517,"SLW","8/12/19 17:31","BT","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C523","None","Timothy","Crypsis schoenoides",41605,"Low",4,9,"5x5",NA,0.8,NA,0.7,NA,1.1,NA,0.9,NA,1.1,"",-13524689.44,4641079.108
"477",5,"SLW","43656.73125"," KE","Lewis 6","22","SLW_Lewis 6_22","C19","None","Timothy","Crypsis schoenoides",41605,"Med",1.6,58,"30x30",NA,0.8,NA,1,NA,0.9,NA,1,NA,0.7,"Mm",-13523992.58,4638548.535
"478",512,"SLW","8/12/19","AA","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C519","Mowed","Timothy","Crypsis schoenoides",41605,"Med",13,6,"15x15",NA,0.9,NA,0.5,NA,0.7,NA,1,NA,1,"Mowed",-13524509.81,4640626.552
"479",536,"SLW","43690.62847","BT","LIC","57","SLW_LIC_57","C511","None","Timothy","Crypsis schoenoides",41605,"Med",17,7,"5x5",NA,0.9,NA,0.2,NA,1.3,NA,1.1,NA,1.9,"",-13525281.39,4628655.646
"480",518,"SLW","8/12/19","BT","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C523","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,10,"15x15",NA,0.9,NA,0.8,NA,0.7,NA,1,NA,0.9,"",-13524692.74,4641075.94
"481",12,"SLW","43656.79861"," KE","Lewis 6","22","SLW_Lewis 6_22","C17","None","Timothy","Crypsis schoenoides",41605,"Med",0.2,33,"15x15",NA,0.9,NA,1.1,NA,1.1,NA,0.8,NA,0.7,"VP2-C2-Q1 mm",-13523891.66,4638488.67
"482",514,"SLW","8/12/19 17:08","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C516","None","Timothy","Crypsis schoenoides",41605,"Med",6,10,"5x5",NA,1,NA,1.6,NA,1.3,NA,1.3,NA,1,"",-13524771.13,4640553.369
"483",504,"SLW","43689.67708","AA","Lewis 1","22","SLW_Lewis 1_22","C33","Mowed","Timothy","Crypsis schoenoides",41605,"High",21,15,"5x5",NA,1,NA,2,NA,1.5,NA,2,NA,2.5,"",-13524461.53,4639079.865
"484",509,"SLW","43689.70625","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C517","None","Timothy","Crypsis schoenoides",41605,"Med",4,21,"5x5",NA,1,NA,1.3,NA,1.2,NA,0.9,NA,1.1,"",-13524889.29,4640586.935
"485",532,"SLW","43689.79722","BT ","HQ-7","27a","SLW_HQ-7_27a","C5","None","Timothy","Crypsis schoenoides",41605,"Low",28,28,"15x15",NA,1,NA,1.1,NA,1.3,NA,1.8,NA,1.2,"Height is over story of cocklebur, height of Timothy is 8 cm",-13524452.26,4630206.731
"486",540,"SLW","8/13/19","MF","LIC","57","SLW_LIC_57","C513","None","Timothy","Crypsis schoenoides",41605,"High",2.5,35,"5x5",NA,1,NA,0.3,NA,0.4,NA,1,NA,0.6,"",-13525772.51,4628810.267
"487",10,"SLW","43656.7875"," KE","Lewis 6","22","SLW_Lewis 6_22","C22","None","Timothy","Crypsis schoenoides",41605,"Low",0.6,37,"30x30",NA,1,NA,1.6,NA,0.9,NA,0.9,NA,0.8,"VP2-C1-Q4 mm",-13523841.22,4638614.446
"488",499,"SLW","8/12/19 15:47","AA","Lewis 1","22","SLW_Lewis 1_22","C28","None","Timothy","Crypsis schoenoides",41605,"Med",5,53,"15x15",NA,1,NA,1,NA,1,NA,1,NA,1,"",-13524612.01,4638756.574
"489",515,"SLW","8/12/19","AA","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C520","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,56,"15x15",NA,1,NA,1,NA,0.5,NA,1,NA,1,"",-13524692.48,4640658.099
"490",497,"SLW","8/12/19 15:45","AA","Lewis 1","22","SLW_Lewis 1_22","C28","None","Timothy","Crypsis schoenoides",41605,"Low",6.5,62,"15x15",NA,1,NA,1,NA,1.5,NA,2,NA,1,"",-13524617.33,4638738.978
"491",496,"SLW","8/12/19 15:38","AA","Lewis 1","22","SLW_Lewis 1_22","C23","None","Timothy","Crypsis schoenoides",41605,"Med",4,64,"15x15",NA,1,NA,1.5,NA,1,NA,1,NA,0.5,"",-13524632.14,4638654.144
"492",524,"SLW","8/12/19 18:44","AA","HQ-7","27a","SLW_HQ-7_27a","C8","None","Timothy","Crypsis schoenoides",41605,"High",15,73,"5x5",NA,1,NA,1,NA,2,NA,1.5,NA,1.5,"",-13524790.77,4630298.13
"493",507,"SLW","43689.70208","AA","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C518","None","Timothy","Crypsis schoenoides",41605,"High",4.5,75,"5x5",NA,1,NA,1,NA,1,NA,1.5,NA,0.3,"",-13524662.89,4640582.873
"494",544,"SLW","8/13/19","BT ","LIC","57","SLW_LIC_57","C510","None","Timothy","Crypsis schoenoides",41605,"Med",2,12,"5x5",NA,1.1,NA,0.8,NA,0.7,NA,1.1,NA,0.9,"",-13525921.36,4628622.911
"495",8,"SLW","43656.77431"," KE","Lewis 6","22","SLW_Lewis 6_22","C22","None","Timothy","Crypsis schoenoides",41605,"High",1,182,"15x15",NA,1.1,NA,1.2,NA,0.9,NA,1,NA,0.9,"Mm VP2-C1-Q1",-13523843.42,4638601.649
"496",520,"SLW","8/12/19 17:36","AA","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C526","None","Timothy","Crypsis schoenoides",41605,"Low",7,3,"15x15",NA,1.2,NA,1,NA,1.2,NA,1.7,NA,1,"",-13524491.14,4641308.205
"497",522,"SLW","8/12/19 17:47","AA","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C524","None","Timothy","Crypsis schoenoides",41605,"Low",11,11,"15x15",NA,1.2,NA,2,NA,1,NA,0.7,NA,1,"",-13524539.65,4641156.827
"498",495,"SLW","8/12/19 15:34","BT ","Lewis 1","22","SLW_Lewis 1_22","C16","None","Timothy","Crypsis schoenoides",41605,"High",7,59,"5x5",NA,1.2,NA,1.1,NA,1,NA,1.1,NA,1,"Water on unit until late July",-13524858.76,4638508.528
"499",529,"SLW","43689.78958","BT ","HQ-7","27a","SLW_HQ-7_27a","C10","None","Timothy","Crypsis schoenoides",41605,"High",21,74,"5x5",NA,1.2,NA,1,NA,1.4,NA,1.5,NA,1.3,"",-13524451.2,4630392.058
"500",493,"SLW","8/12/19 15:29","BT ","Lewis 1","22","SLW_Lewis 1_22","C16","None","Timothy","Crypsis schoenoides",41605,"High",12,110,"5x5",NA,1.2,NA,1.5,NA,1.9,NA,1.3,NA,1.6,"",-13524849.25,4638510.237
"501",503,"SLW","43689.67153","AA","Lewis 1","22","SLW_Lewis 1_22","C33","Mowed","Timothy","Crypsis schoenoides",41605,"High",11,13,"5x5",NA,1.3,NA,0.5,NA,1.5,NA,1,NA,1,"",-13524460.27,4639084.218
"502",505,"SLW","43689.69931","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C515","None","Timothy","Crypsis schoenoides",41605,"Med",7,22,"5x5",NA,1.3,NA,1.3,NA,1.2,NA,1.1,NA,1.2,"",-13525003.11,4640548.717
"503",6,"SLW","43656.73889"," KMO","Lewis 6","22","SLW_Lewis 6_22","C19","None","Timothy","Crypsis schoenoides",41605,"Low",0.3,29,"30x30",NA,1.3,NA,1.3,NA,0.7,NA,0.9,NA,0.8,"VP2-C2-Q3 mm",-13523995.38,4638544.885
"504",510,"SLW","43689.70625","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C517","Mowed","Timothy","Crypsis schoenoides",41605,"Low",4,33,"15x15",NA,1.3,NA,1.1,NA,1,NA,1.1,NA,1.4,"",-13524881.95,4640577.191
"505",528,"SLW","43689.78889","BT","HQ-7","27a","SLW_HQ-7_27a","C10","None","Timothy","Crypsis schoenoides",41605,"Med",15,48,"5x5",NA,1.3,NA,1.2,NA,1,NA,1.2,NA,1.5,"",-13524449.93,4630392.724
"506",513,"SLW","8/12/19 17:06","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C516","None","Timothy","Crypsis schoenoides",41605,"Med",9,24,"5x5",NA,1.4,NA,1.7,NA,1.2,NA,1.6,NA,1,"",-13524772.42,4640546.127
"507",537,"SLW","8/13/19","BT","LIC","57","SLW_LIC_57","C512","None","Timothy","Crypsis schoenoides",41605,"High",3,26,"5x5",NA,1.4,NA,1,NA,0.7,NA,0.9,NA,0.8,"",-13525426.14,4628728.459
"508",534,"SLW","43689.79931","AA","HQ-7","27a","SLW_HQ-7_27a","C6","None","Timothy","Crypsis schoenoides",41605,"High",17,18,"5x5",NA,1.5,NA,1,NA,1,NA,1.7,NA,1,"Mixed with smartweed",-13524899.21,4630262.277
"509",526,"SLW","8/12/19 18:48","BT","HQ-7","27a","SLW_HQ-7_27a","C9","None","Timothy","Crypsis schoenoides",41605,"High",18,19,"5x5",NA,1.5,NA,1.4,NA,1.5,NA,1.6,NA,1.9,"",-13524514.56,4630358.608
"510",502,"SLW","8/12/19","JM","Lewis 1","22","SLW_Lewis 1_22","C27","None","Timothy","Crypsis schoenoides",41605,"Low",5,34,"15x15",NA,1.5,NA,0.9,NA,0.5,NA,1,NA,1,"",-13524703.06,4638729.797
"511",533,"SLW","43689.29792","AA","HQ-7","27a","SLW_HQ-7_27a","C6","None","Timothy","Crypsis schoenoides",41605,"High",19,48,"5x5",NA,1.5,NA,1,NA,1,NA,1.7,NA,1,"Mixed with smartweed ",-13524903.15,4630265.002
"512",531,"SLW","43689.79583","BT ","HQ-7","27a","SLW_HQ-7_27a","C5","None","Timothy","Crypsis schoenoides",41605,"Med",11,15,"5x5",NA,1.6,NA,1.9,NA,1.7,NA,1.5,NA,1.5,"",-13524447.35,4630212.711
"513",508,"SLW","43689.70139","BT","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3","C515","None","Timothy","Crypsis schoenoides",41605,"Med",4,54,"15x15",NA,1.7,NA,1.4,NA,1.1,NA,1.2,NA,1.6,"",-13525005.23,4640556.013
"514",521,"SLW","8/12/19 17:45","AA","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C524","None","Timothy","Crypsis schoenoides",41605,"High",13,11,"5x5",NA,1.8,NA,1.8,NA,1.5,NA,1.8,NA,1,"",-13524538.82,4641151.193
"515",4,"SLW","43656.71875"," KMO","Lewis 6","22","SLW_Lewis 6_22","C19","None","Timothy","Crypsis schoenoides",41605,"High",0.6,84,"15x15",NA,1.8,NA,1.1,NA,1.4,NA,0.7,NA,0.9,"VP1-C2-Q1 IF in mm",-13524016.09,4638522.991
"516",519,"SLW","8/12/19 17:33","JM","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1","C526","None","Timothy","Crypsis schoenoides",41605,"Low",12,5,"15x15",NA,2,NA,1.5,NA,1.5,NA,2,NA,1.2,"",-13524493.67,4641310.701
"517",525,"SLW","8/12/19 18:46","BT","HQ-7","27a","SLW_HQ-7_27a","C9","None","Timothy","Crypsis schoenoides",41605,"High",18,36,"5x5",NA,2.1,NA,1.2,NA,1.5,NA,1.7,NA,1.8,"",-13524519.57,4630361.095
"518",13,"SLW","43656.80556","ejr","Lewis 6","22","SLW_Lewis 6_22","C17","None","Timothy","Crypsis schoenoides",41605,"Low",0.6,6,"15x15",NA,2.3,NA,1.3,NA,1.5,NA,1.4,NA,0.9,"millimeters",-13523875.55,4638494.314
"519",542,"SLW","8/13/19 15:50","MF","LIC","57","SLW_LIC_57","C514","None","Timothy","Crypsis schoenoides",41605,"Med",20,5,"5x5",NA,2.4,NA,2,NA,2.3,NA,2,NA,1.7,"",-13525964.58,4628859.773
"520",501,"SLW","8/12/19","AA","Lewis 1","22","SLW_Lewis 1_22","C27","None","Timothy","Crypsis schoenoides",41605,"Low",3,30,"15x15",NA,2.5,NA,0.5,NA,0.5,NA,0.7,NA,0.4,"",-13524688.07,4638737.24
"521",541,"SLW","8/13/19 15:47","MF","LIC","57","SLW_LIC_57","C514","None","Timothy","Crypsis schoenoides",41605,"High",18,45,"5x5",NA,2.5,NA,2.3,NA,1.8,NA,1.5,NA,2,"",-13525960.77,4628857.161
"522",487,"SLW","8/12/19 14:40","JM","Lewis 6","22","SLW_Lewis 6_22","C29","None","Watergrass","Echinochloa crus-galli",502210,"Med",166,50,"30x30",11,4.5,15,4.9,14,5.5,10,4.6,16.5,5,"",-13524344.79,4638725.878
"523",489,"SLW","8/12/19","BT ","Lewis 6","22","SLW_Lewis 6_22","C26","None","Watergrass","Echinochloa crus-galli",502210,"High",155,76,"30x30",5,10,29.5,11,27,13.5,42.5,14.5,7,11.5,"",-13524232.13,4638653.995
"524",9,"SLW","43656.78264"," KE","Lewis 6","22","SLW_Lewis 6_22","C22","None","Watergrass","Echinochloa crus-galli",502210,"Low",4.6,2,"30x30",8.8,11.9,9,12.7,NA,NA,NA,NA,NA,NA,"Mm VP2-C1-Q3",-13523839.55,4638623.097
"525",3,"SLW","43656.67778"," TYB","Lewis 6","22","SLW_Lewis 6_22","C15","None","Watergrass","Echinochloa crus-galli",502210,"Med",86,13,"30x30",8.8,12,9.6,15,10.1,17,9.1,13,8.8,12,"",-13524202.58,4638410.114
"526",485,"SLW","8/12/19","BT ","Lewis 6","22","SLW_Lewis 6_22","C18","None","Watergrass","Echinochloa crus-galli",502210,"Low",145,31,"30x30",26,12,18,12.5,37,15.5,16,10,33.5,15,"",-13524378.59,4638540.819
"527",491,"SLW","8/12/19","BT ","Lewis 6","22","SLW_Lewis 6_22","C25","None","Watergrass","Echinochloa crus-galli",502210,"High",117,45,"30x30",24,12,17,10.5,24.5,12,32.5,9.5,27,11,"",-13524308.07,4638651.739
"528",492,"SLW","8/12/19 15:04","BT ","Lewis 6","22","SLW_Lewis 6_22","C25","None","Watergrass","Echinochloa crus-galli",502210,"High",118,88,"30x30",43,12,29,9,21.5,7.5,15.5,8,36,14,"",-13524317.76,4638644.79
"529",484,"SLW","8/12/19","LD","Lewis 6","22","SLW_Lewis 6_22","C14","None","Watergrass","Echinochloa crus-galli",502210,"Med",150,24,"30x30",19,12.5,40.5,17,39,15,45.5,16.5,7,10.5,"",-13524463.06,4638388.761
"530",17,"SLW","43656.89722"," KE","Lewis 6","22","SLW_Lewis 6_22","C31","None","Watergrass","Echinochloa crus-galli",502210,"Low",5.8,2,"30x30",9.1,12.8,9.1,13.1,NA,NA,NA,NA,NA,NA,"VP3-C2-Q1",-13524222.9,4638817.448
"531",486,"SLW","8/12/19","BT ","Lewis 6","22","SLW_Lewis 6_22","C18","None","Watergrass","Echinochloa crus-galli",502210,"Low",148,24,"30x30",20,13,15,11,20.5,12.5,36,15,38,16.5,"",-13524375.21,4638537.472
"532",498,"SLW","8/12/19","BT ","Lewis 1","22","SLW_Lewis 1_22","C13","None","Watergrass","Echinochloa crus-galli",502210,"Med",86,55,"30x30",12.5,13,23.5,12.5,16,10.5,10.5,13.5,9.5,8,"",-13524850.73,4638391.333
"533",490,"SLW","8/12/19","BT ","Lewis 6","22","SLW_Lewis 6_22","C26","None","Watergrass","Echinochloa crus-galli",502210,"Low",143,44,"30x30",23,13.5,35,13,29,13,41.5,16,32,12.5,"",-13524231.9,4638649.214
"534",2,"SLW","43656.67222"," KE","Lewis 6","22","SLW_Lewis 6_22","C15","None","Watergrass","Echinochloa crus-galli",502210,"Low",69,3,"30x30",9.4,14,8.8,12,NA,NA,NA,NA,NA,NA,"VP1-C1-Q2",-13524202.1,4638419.468
"535",11,"SLW","43656.79028"," KE","Lewis 6","22","SLW_Lewis 6_22","C22","None","Watergrass","Echinochloa crus-galli",502210,"Med",6.7,6,"30x30",9.4,14,9.2,13.5,9.2,13.4,8.7,11.5,9.6,15,"VP2-C1-Q5 mm",-13523830.78,4638610.313
"536",15,"SLW","43656.88333"," KE","Lewis 6","22","SLW_Lewis 6_22","C32","None","Watergrass","Echinochloa crus-galli",502210,"Med",4.4,11,"30x30",9.4,14.1,8.3,10,9.6,15,8.3,10.3,9.6,14.9,"V3-C1-Q2",-13524300.95,4638847.471
